gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000157617	9315.480893369726	-0.2477800505701363	0.19788890140779142	-1.2521169646575265	0.21052724687758992	0.9574840049127085
ENSG00000160179	8719.346877333084	0.20606935515074173	0.16458552296508974	1.2520503106123808	0.21055153209108007	0.9574840049127085
ENSG00000186980	69.80796733485717	-0.8687817274975532	0.696971135918188	-1.2465103398478938	0.21257709556879867	0.9574840049127085
ENSG00000221859	310.995211259799	0.5525434976476928	0.4448749328892436	1.2420198505211226	0.214229238136892	0.9574840049127085
ENSG00000183255	3872.4166481241195	-0.21489223164647137	0.1732226223572236	-1.240555238814684	0.2147700961279346	0.9574840049127085
ENSG00000157538	7108.60610341176	0.2173158310258903	0.1758458254937458	1.2358316179283961	0.216521159601229	0.9574840049127085
ENSG00000183570	7225.451315257766	-0.19028167086082523	0.15819982943471092	-1.202793148012555	0.2290563770058419	0.9574840049127085
ENSG00000186967	111.33937994988209	-0.6692980089239424	0.5567666012256905	-1.202115944904957	0.22931860948277502	0.9574840049127085
ENSG00000159197	257.15650220006694	0.5181798815533681	0.43112076492704754	1.2019367279631088	0.22938804316114056	0.9574840049127085
ENSG00000275895	7277.903197307753	0.21610662767875402	0.1800769740817781	1.2000791815871685	0.23010858998431472	0.9574840049127085
ENSG00000154736	3219.1859355947518	0.6851229527477258	0.5712835369701692	1.199269554276515	0.23042314953113957	0.9574840049127085
ENSG00000142197	3518.5921052157973	-0.22848508420106844	0.1908111048854045	-1.197441230363871	0.23113462135546226	0.9574840049127085
ENSG00000198743	3926.882057638203	0.3266720254696528	0.27665399195421214	1.1807963556286545	0.2376836321845926	0.9574840049127085
ENSG00000272804	536.693288370536	0.42798657072693863	0.3705199789912469	1.1550971472365579	0.24805064632764387	0.9574840049127085
ENSG00000183640	166.84588662854617	-0.6043643367061162	0.5283938974385765	-1.1437761481270154	0.25271648402342706	0.9574840049127085
ENSG00000156304	5366.251565754771	-0.18441863306512588	0.16558342677572863	-1.113750552553235	0.26538621544003804	0.9574840049127085
ENSG00000160193	3250.3189950116075	-0.20348155848847474	0.18390248976676876	-1.1064644026654387	0.26852556341089634	0.9574840049127085
ENSG00000231068	88.35287269598167	-0.6960425437790833	0.62911413413849	-1.1063851628961494	0.2685598446780453	0.9574840049127085
ENSG00000160209	13934.926938989476	-0.1636948684119491	0.14841762468587877	-1.1029341613464314	0.27005575774162077	0.9574840049127085
ENSG00000160199	5548.236963647104	-0.18658079299876673	0.17231794346947577	-1.0827705417214284	0.27891028408892465	0.9574840049127085
ENSG00000160183	6170.937499976142	0.19755126818043314	0.18265194729836415	1.0815721983939803	0.27944266356820163	0.9574840049127085
ENSG00000159082	14600.241690597646	0.17010258809718318	0.15848187675428124	1.073325174972021	0.2831252436105767	0.9574840049127085
ENSG00000244362	120.82881099700609	0.5658846219570675	0.5366591074876061	1.0544582474455375	0.291673166694911	0.9574840049127085
ENSG00000159079	3242.627207402007	-0.20970618786359546	0.19966912534831918	-1.0502684753978202	0.2935946947514638	0.9574840049127085
ENSG00000156273	5822.536734675695	0.2140623513940145	0.2042962308154466	1.047803723737763	0.29472904652107584	0.9574840049127085
ENSG00000249209	326.4542564854416	-0.40451154029319925	0.39308064408057836	-1.0290802825953385	0.30344195074379987	0.9574840049127085
ENSG00000274749	204.44311001683894	0.4424940929125821	0.43206561148987394	1.0241363375038066	0.3057708832369711	0.9574840049127085
ENSG00000187766	306.25293731594945	0.4915934545948954	0.4802899259813033	1.023534802630926	0.30605505348432693	0.9574840049127085
ENSG00000215455	429.4654584446049	0.43245661704806404	0.4425314581580842	0.9772336159965804	0.3284535092646531	0.9574840049127085
ENSG00000198390	213.15901766691462	0.44089349944522327	0.4541540974139272	0.9708015450169595	0.3316471130824162	0.9574840049127085
ENSG00000160298	6777.324669818921	-0.19382662745353862	0.20105129577473305	-0.9640655470866039	0.33501306450171675	0.9574840049127085
ENSG00000221837	684.3017960045615	0.2943972447404591	0.3067356842637032	0.9597750110070772	0.3371684615760757	0.9574840049127085
ENSG00000159110	5273.280638409692	0.16058680237781092	0.17103980248770076	0.9388855695700333	0.34778949890755445	0.9574840049127085
ENSG00000222018	245.74568367645088	-0.37911701098194844	0.4100916745387701	-0.9244689285836908	0.35524222153955753	0.9574840049127085
ENSG00000159147	6309.85582055975	-0.15289114550855787	0.1656746192930012	-0.9228398783169357	0.3560906555996628	0.9574840049127085
ENSG00000156282	393.05202390299945	0.34041093397658134	0.38562427036914576	0.8827528766556028	0.3773698061391602	0.9574840049127085
ENSG00000160213	3872.0271407199366	0.183807715195582	0.20971284646605604	0.876473321939927	0.38077277330254516	0.9574840049127085
ENSG00000160307	954.3625554539567	0.2249107775740696	0.25675100568510323	0.8759879127792605	0.38103660483457447	0.9574840049127085
ENSG00000160233	1936.5977595840045	-0.27536220308675796	0.3144451246717654	-0.8757082921040539	0.38118863632155886	0.9574840049127085
ENSG00000188694	709.7215903965412	-0.35987417119457654	0.412053980285894	-0.8733665694598709	0.38246330663305556	0.9574840049127085
ENSG00000154639	3235.2531541801827	-0.15695580572595275	0.18021760941312953	-0.8709238028241092	0.3837957591462776	0.9574840049127085
ENSG00000157578	7965.9942866928905	0.12618658823654996	0.14577369268353757	0.8656334755166725	0.38669119189006285	0.9574840049127085
ENSG00000160310	9500.954671240395	-0.1461526298349456	0.17233685585887495	-0.8480636896069905	0.39640250201724486	0.9574840049127085
ENSG00000160294	10334.7573287606	0.13855302084856	0.16431693635077302	0.8432059647995511	0.39911326304744965	0.9574840049127085
ENSG00000189169	484.2209416421229	-0.2984331028563732	0.35421375131080074	-0.8425226342907183	0.39949547571614946	0.9574840049127085
ENSG00000183421	2100.5164713239815	-0.23857435711480385	0.28514989427931525	-0.8366629688493278	0.40278203990308276	0.9574840049127085
ENSG00000154646	1982.7596125736077	0.17146473587502786	0.20898844396517147	0.8204507992011413	0.41195916634762375	0.9574840049127085
ENSG00000185808	5695.7951924777735	0.13388468987004323	0.16594765541277479	0.8067886800631272	0.41978824202968085	0.9574840049127085
ENSG00000142188	3698.3630183030414	0.14192937007920672	0.1782841014179652	0.7960853993731652	0.42598239994820486	0.9574840049127085
ENSG00000184900	2709.1250069702573	-0.1737523239007732	0.22018246988539011	-0.7891287802848935	0.4300367422961505	0.9574840049127085
ENSG00000175894	4292.59749640409	0.1653034855571948	0.20989806828518848	0.787541719214857	0.43096481639347245	0.9574840049127085
ENSG00000173638	6804.361207963568	0.12139261030152565	0.15611023578019687	0.7776082695336287	0.43679998441398926	0.9574840049127085
ENSG00000160201	6880.091860045643	-0.14840702451715881	0.19235436991085897	-0.7715292591789504	0.44039328641836684	0.9574840049127085
ENSG00000241945	3578.5551844345136	0.13974117659797983	0.18126189365566273	0.7709352130207884	0.44074533390935744	0.9574840049127085
ENSG00000205758	7743.747039666683	-0.11907989734599168	0.1569609172680001	-0.7586595403406751	0.44805624571803515	0.9574840049127085
ENSG00000278961	1567.9958024840903	-0.1951908911499435	0.25750326219563147	-0.7580132751935867	0.44844303554018117	0.9574840049127085
ENSG00000160221	5567.357463848528	-0.13374154618841338	0.17725715235740647	-0.7545057810629167	0.45054557535716466	0.9574840049127085
ENSG00000154645	5265.509867675362	-0.120523496833399	0.16098767046340376	-0.7486504804154973	0.45406789769461037	0.9574840049127085
ENSG00000157601	8439.331857067888	0.12082749788696262	0.16380807750900533	0.7376162380046255	0.46074768512420855	0.9574840049127085
ENSG00000276076	1018.1632660302987	0.1821271356476964	0.251019272161914	0.7255504092539142	0.4681144314662171	0.9574840049127085
ENSG00000141956	21322.017141359527	0.10462589027470325	0.1464332695727884	0.71449535054393	0.4749209301616893	0.9574840049127085
ENSG00000183778	8424.59119879678	-0.13814081247703514	0.19665044132022813	-0.7024688658190441	0.4823868114140029	0.9574840049127085
ENSG00000170262	1249.9670126708993	0.1770465110935752	0.2547426870711048	0.6950013487302081	0.48705445632482924	0.9574840049127085
ENSG00000186971	246.69327076558255	0.2648211594313529	0.3859329216334438	0.6861844237348533	0.4925968188311227	0.9574840049127085
ENSG00000142166	2806.222249027952	-0.12617881324056693	0.18399383041106854	-0.6857774141592977	0.4928534809341096	0.9574840049127085
ENSG00000159259	1949.4325223925623	-0.16336743690492467	0.24127559372989588	-0.6770988908551268	0.4983432125948913	0.9574840049127085
ENSG00000188155	513.9200193501653	-0.26126190705427915	0.38902490031911013	-0.6715814510587129	0.5018501901473154	0.9574840049127085
ENSG00000160216	12614.286575586322	0.10247620106780503	0.15367910447197988	0.6668193533525528	0.5048875291444127	0.9574840049127085
ENSG00000155313	7624.7657563241655	-0.10570775782816459	0.16224403473012744	-0.651535558789549	0.514700830752557	0.9574840049127085
ENSG00000212935	353.6102618165886	0.26675255323117286	0.40944316224278593	0.6515008133729625	0.5147232522081736	0.9574840049127085
ENSG00000186977	156.2651557422478	0.32705382884984874	0.506648051201502	0.6455246952480119	0.5185872200857349	0.9574840049127085
ENSG00000160223	6081.67386257161	-0.12146630854652331	0.18929260149940558	-0.6416854519636613	0.5210774370178828	0.9574840049127085
ENSG00000186866	7825.160888896884	-0.12413391977658184	0.19493250989635363	-0.6368046040272314	0.5242521267953498	0.9574840049127085
ENSG00000212933	116.17908004120702	-0.35752940193433924	0.5622907997261404	-0.6358443035320359	0.5248779077959291	0.9574840049127085
ENSG00000205927	1801.12800013285	-0.15487658413866603	0.24518286735246847	-0.6316778403444459	0.527597410912483	0.9574840049127085
ENSG00000184787	5731.84563720003	-0.10470583930258592	0.16724792753944362	-0.6260516398799153	0.5312810706820386	0.9574840049127085
ENSG00000198862	10175.35551988329	0.10434082594004311	0.1673923988805783	0.6233307285026862	0.5330672087958057	0.9574840049127085
ENSG00000156284	722.5708630364678	-0.18263190962747716	0.29318611660673916	-0.6229214116316694	0.5333361667855178	0.9574840049127085
ENSG00000159212	2243.792198886539	-0.141124426254169	0.22658461221198137	-0.6228332315971217	0.533394117977573	0.9574840049127085
ENSG00000206102	96.36593941515156	-0.34591279967367256	0.556251294737283	-0.6218642598163243	0.5340311278362787	0.9574840049127085
ENSG00000206107	218.71976352240426	-0.28439382650832673	0.4575404067664457	-0.6215709526470244	0.5342240260526472	0.9574840049127085
ENSG00000142185	10186.031492264248	0.11166571913505952	0.18156890191864625	0.6150046508795457	0.5385516489716975	0.9574840049127085
ENSG00000205439	165.50493279788722	0.3159423580607039	0.5158830997475171	0.6124301381753581	0.5402532068495227	0.9574840049127085
ENSG00000276612	475.34788850968954	-0.21900038798644947	0.37396143182725966	-0.5856229261834952	0.5581289383611252	0.9574840049127085
ENSG00000187026	143.1564921668069	-0.33049470919027557	0.5644951742581505	-0.5854695031265871	0.558232066846885	0.9574840049127085
ENSG00000182816	247.16361760530498	0.23419167486118986	0.40468412309997337	0.5787024039075905	0.5627899936717395	0.9574840049127085
ENSG00000166979	5424.4791737685555	-0.09000243855589204	0.15755361362815817	-0.5712495986814148	0.5678304614909042	0.9574840049127085
ENSG00000160208	2687.6802635817094	0.13943729379123979	0.2513950784627426	0.554654031589981	0.5791313240168635	0.9574840049127085
ENSG00000273590	3048.5865849572383	-0.10479792973145088	0.19441576439578787	-0.5390402885133598	0.5898590554533265	0.9574840049127085
ENSG00000183844	2345.5669344944877	-0.11494318472108662	0.21455214558969815	-0.5357354241560458	0.5921414175190265	0.9574840049127085
ENSG00000280071	3228.7232868600972	-0.10602778618046502	0.2009043939731128	-0.5277524502259259	0.5976711638908756	0.9574840049127085
ENSG00000159267	7232.772966963477	-0.08333999680010297	0.15833653509806986	-0.5263472309058941	0.5986469725195069	0.9574840049127085
ENSG00000160285	8270.051953885944	-0.11041801197987061	0.2177811442462953	-0.5070136460252754	0.6121452438246435	0.9574840049127085
ENSG00000160299	8674.924693824332	-0.08818952876647752	0.17451798695996001	-0.5053320308279227	0.6133256491163723	0.9574840049127085
ENSG00000187005	185.96344558201304	0.2695403810534753	0.5341322879114927	0.5046322552553477	0.6138171505334681	0.9574840049127085
ENSG00000142182	1644.5676567726418	-0.11920424943232971	0.23885579300165868	-0.4990636732494988	0.6177345280756443	0.9574840049127085
ENSG00000206105	63.37617425726599	0.33753770709259734	0.6885655340422802	0.4902041859560624	0.6239894190293152	0.9574840049127085
ENSG00000160282	4789.537678778952	-0.07550102017271193	0.15636919442672015	-0.4828381987226662	0.6292106258730122	0.9574840049127085
ENSG00000182670	29244.74004178818	0.09313827287169006	0.1950252629059534	0.4775702977342167	0.6329560755604018	0.9574840049127085
ENSG00000160284	1127.1129519621888	-0.13747010703925658	0.29847454800238166	-0.46057564358271397	0.6451030894377999	0.9574840049127085
ENSG00000215454	1271.0282978036114	0.14320047979210032	0.3118771397680756	0.4591567047799335	0.6461216387809259	0.9574840049127085
ENSG00000157542	8536.385562187379	-0.08467745723509673	0.18574168596803733	-0.45588827728024467	0.64847031970773	0.9574840049127085
ENSG00000285815	1041.1809150147171	-0.1441226152674271	0.32272303410579534	-0.44658298304229715	0.65517618451738735	0.9574840049127085
ENSG00000160202	1534.1514270919083	-0.10612526184824646	0.23782615183292757	-0.4462304125527762	0.6554308166142098	0.9574840049127085
ENSG00000160255	11488.188591131278	-0.07326149506809436	0.16462635308048765	-0.44501681351269445	0.6563076035647175	0.9574840049127085
ENSG00000154642	3261.842560381123	0.07776712868770584	0.17698981280263687	0.43938759782985226	0.6603807114326357	0.9574840049127085
ENSG00000160214	3845.1008431035075	-0.0870563047138536	0.19915623856775502	-0.4371256724867102	0.6620202099423922	0.9574840049127085
ENSG00000240432	136.49643085553586	0.20669490853245548	0.4736671388183508	0.4363716449659009	0.6625671082084326	0.9574840049127085
ENSG00000142192	11354.678463862005	-0.06404358169834454	0.14779156629313175	-0.43333718766685	0.6647698255400268	0.9574840049127085
ENSG00000157551	11706.735013938904	0.07237740472700978	0.16721042288472404	0.43285223180678895	0.6651221248061367	0.9574840049127085
ENSG00000185272	2479.955307977916	-0.08552739656246923	0.20364413412634705	-0.4199845820720052	0.6744967169201375	0.9574840049127085
ENSG00000205726	26234.345252023704	0.07015183741342665	0.1703822212899317	0.41173214483483256	0.6805357613391285	0.9574840049127085
ENSG00000142168	1443.0445958457822	0.09738231242390408	0.23777069635441403	0.4095639787282654	0.6821258253395401	0.9574840049127085
ENSG00000159231	409.2270451365871	-0.17585878320877782	0.4317427710562448	-0.407323052053761	0.6837707340617906	0.9574840049127085
ENSG00000184351	239.72844649990517	-0.17507857286437387	0.4416274141405235	-0.39643954894671646	0.6917807951339762	0.9574840049127085
ENSG00000142149	2826.571502907297	0.09133641558602817	0.23238562273605787	0.39303815145985815	0.6942913034103686	0.9574840049127085
ENSG00000159261	3011.6531611590162	0.07141444335790215	0.1834560918832938	0.389272673503438	0.6970744486492241	0.9574840049127085
ENSG00000280433	2174.165416511568	0.09210259023014836	0.23851245162890547	0.3861542221428677	0.6993824546856064	0.9574840049127085
ENSG00000243646	3381.244277999876	0.07201816778452902	0.18971093650625553	0.37962053801866236	0.7042271130271025	0.9574840049127085
ENSG00000243927	2952.0062557467727	-0.07045928282888117	0.18760139364205042	-0.3755797409656763	0.7072293542805097	0.9574840049127085
ENSG00000275993	1733.7369690974956	-0.07980058173485408	0.21936657680613444	-0.36377730325517166	0.7160243124975384	0.9574840049127085
ENSG00000197381	17379.868116888705	-0.08836387238021244	0.24510294334174093	-0.36051738577863135	0.7184602575525445	0.9574840049127085
ENSG00000159256	5423.935420977961	0.06478818279209526	0.18759983230097216	0.3453530954556164	0.7298289347597107	0.9574840049127085
ENSG00000183486	6641.943459575672	-0.056671215357442586	0.16519978748972272	-0.3430465390941751	0.7315634489255041	0.9574840049127085
ENSG00000177398	10822.081423549189	-0.049014174710229536	0.14508858942216502	-0.33782239461721375	0.7354970325607546	0.9574840049127085
ENSG00000277117	2715.0356737560187	0.07695069718859238	0.24066083936183413	0.31974748111343876	0.7491597630185451	0.9574840049127085
ENSG00000156299	7076.982121195888	-0.046926294577356586	0.15074077669263858	-0.3113045826547624	0.755569083803133	0.9574840049127085
ENSG00000186965	119.22282391024552	-0.16139297989509727	0.5191745715197315	-0.3108645699319722	0.7559035799883908	0.9574840049127085
ENSG00000160200	8371.08713002309	0.04723931967980244	0.15268786972109094	0.30938488935691283	0.7570287634819619	0.9574840049127085
ENSG00000173276	9009.686598206561	-0.04874537122495597	0.15762672639763167	-0.309245597742036	0.7571347106304861	0.9574840049127085
ENSG00000188992	1693.452787372703	0.07456341790113202	0.2562843964884306	0.2909401388566316	0.7710971021230723	0.9574840049127085
ENSG00000160190	4074.7859946364024	0.04660535604726362	0.1610071121536316	0.28946147424092167	0.7722282576536379	0.9574840049127085
ENSG00000160305	12056.92548634579	0.053942561240266966	0.18812295336105722	0.28674098655434704	0.7743106520127749	0.9574840049127085
ENSG00000142178	2463.7951093556617	-0.061865352191467056	0.2213832367629514	-0.2794491267543896	0.7799001743498031	0.9574840049127085
ENSG00000156256	5930.4152833173375	-0.05285086535278582	0.1952175777589553	-0.2707280049240411	0.7866002360710489	0.9574840049127085
ENSG00000159086	6888.343212179442	-0.0448943268264341	0.16976486142585773	-0.2644500543243516	0.7914331460576978	0.9574840049127085
ENSG00000155307	5829.880027806852	0.05279326491175138	0.20055955510532003	0.26322986648044766	0.7923734121607668	0.9574840049127085
ENSG00000156253	3143.544738164324	0.04881625693659646	0.1961554115928659	0.24886520611482274	0.8034650501702751	0.9574840049127085
ENSG00000142156	3763.5094094294773	-0.043877262684875754	0.17854392816989098	-0.24575051716754523	0.8058753640256868	0.9574840049127085
ENSG00000265590	717.5162538520202	-0.06665565808566619	0.2725147532909278	-0.2445946770981122	0.8067702859555469	0.9574840049127085
ENSG00000157540	23810.740658034032	-0.03577444939579288	0.14722864560192508	-0.2429856584602386	0.8080165074567575	0.9574840049127085
ENSG00000241123	333.31041101396755	0.08413860624456249	0.3499338626719451	0.24044145257082616	0.8099880460417279	0.9574840049127085
ENSG00000159140	18733.353014331493	0.039688617749703	0.16580322063747643	0.2393718143538413	0.8108172836723334	0.9574840049127085
ENSG00000159228	1676.3769660546288	-0.04932349343310748	0.20731785576800948	-0.2379124231744945	0.811949019835883	0.9574840049127085
ENSG00000156265	7733.580489094923	0.04316551228884087	0.1847292967642374	0.23366901214338126	0.8152419465293208	0.9574840049127085
ENSG00000182093	9965.735943992358	0.03633114236791172	0.1563069665087712	0.23243456884484406	0.8162005019641585	0.9574840049127085
ENSG00000242220	1685.4741751303375	-0.05053773361158924	0.22209815485747478	-0.22754684136849496	0.819998550186505	0.9574840049127085
ENSG00000206106	112.49303655827599	-0.1315264842350483	0.6053813465431845	-0.21726220172802424	0.8280040121777628	0.9574840049127085
ENSG00000171587	6203.756079028311	0.04819669410972293	0.22335113081970423	0.21578889676018143	0.8291523035325383	0.9574840049127085
ENSG00000279493	149.97143027737937	-0.1151178005928514	0.5443814711815939	-0.2114653174050639	0.8325241929565306	0.9574840049127085
ENSG00000274559	341.82385804322547	0.0790102562146477	0.37536329015941533	0.21049009928779225	0.833285178201585	0.9574840049127085
ENSG00000221864	213.93944282047255	0.08409315223563815	0.4043946129095951	0.20794825042448745	0.8352693741603949	0.9574840049127085
ENSG00000159216	12540.550093931355	0.038689449103916466	0.18629262458114543	0.20768105656842092	0.8354780098516691	0.9574840049127085
ENSG00000185917	9443.2674305846	-0.030062859825453585	0.1474643771802867	-0.2038652344403109	0.8384588134052477	0.9574840049127085
ENSG00000160194	2729.3223573976884	0.042595188643335315	0.23368205895765276	0.1822783864252681	0.8553642596665657	0.9574840049127085
ENSG00000182871	8750.731647859848	-0.028952854846291867	0.16119994921748715	-0.17960833726584716	0.8574600589369896	0.9574840049127085
ENSG00000184032	143.54138977572816	0.1025562134327054	0.5779067228786477	0.17746153379537818	0.8591458772265986	0.9574840049127085
ENSG00000156261	4776.365436910617	-0.02891435376290879	0.1650166631480329	-0.1752208123186344	0.8609061314466702	0.9574840049127085
ENSG00000159131	8715.357916181052	-0.02719738555322357	0.15673047567271667	-0.17352965615964142	0.8622351192248476	0.9574840049127085
ENSG00000244025	141.1732360587227	0.08719401744077852	0.5064686660594275	0.17216073428429515	0.8633111664158425	0.9574840049127085
ENSG00000160218	8653.588430137343	-0.030269746948287893	0.18020007766250895	-0.16797854551971475	0.866600157432351	0.9574840049127085
ENSG00000184724	144.98285352016973	0.08851047955072586	0.5312554749469853	0.1666062444995196	0.8676798799781392	0.9574840049127085
ENSG00000142207	4402.74816602222	-0.039910691070872396	0.2433371668845311	-0.1640139547190952	0.8697201582997991	0.9574840049127085
ENSG00000160226	4290.796502065122	-0.02711381763697183	0.16957607737477165	-0.15989176101207325	0.8729663387809468	0.9574840049127085
ENSG00000180530	7770.078469350076	0.027673627083304075	0.17426923937318956	0.15879811711372813	0.8738279323136975	0.9574840049127085
ENSG00000160224	4371.903764349469	0.0340100270485173	0.2142280058562799	0.15875621356123604	0.8738609477150919	0.9574840049127085
ENSG00000185658	17050.053176712205	0.02277169047862963	0.15020618996957444	0.15160287657414273	0.8795001644569806	0.9590739888602312
ENSG00000205445	662.845158801841	-0.04112806023114384	0.2849796894201135	-0.14431926820761382	0.8852483637537136	0.960767181514694
ENSG00000274276	5789.116230712736	-0.024578584955317454	0.18147495465061922	-0.13543789005285523	0.8922656681780967	0.9611017177032372
ENSG00000182362	2224.454942165489	0.026606783621860603	0.199590133756692	0.13330710852819655	0.8939505059859805	0.9611017177032372
ENSG00000160256	1167.9557388337455	-0.03309074551047064	0.2619456320707849	-0.1263267696005277	0.8994732669235269	0.9625204585303161
ENSG00000249624	1568.5261637215096	-0.023421240999093523	0.21716181125399803	-0.10785156406574375	0.9141134391929487	0.9675068110396502
ENSG00000205581	7602.747152033384	-0.01691265501164528	0.15975881866367386	-0.10586367095797071	0.9156905184225553	0.9675068110396502
ENSG00000160180	829.2309504159583	-0.02459774479931343	0.24901244306907977	-0.09878118738222912	0.9213120057232584	0.9675068110396502
ENSG00000186924	115.42079547533064	0.056154934000413034	0.5844004873972404	0.09608981376882782	0.9234492413061308	0.9675068110396502
ENSG00000186970	177.00003109622295	0.03905588674668448	0.4163158053806086	0.09381312513700603	0.9252576053173946	0.9675068110396502
ENSG00000160185	4447.0763380826475	-0.01012253584901	0.17718453177935153	-0.057129907150222495	0.9544417128608971	0.9837458392808878
